% time	cellId	IMSI	RNTI	sinrLinear
0.339	1	2	19	1629.93
0.341	2	17	21	450.692
0.343	1	9	23	0.751805
0.343	3	23	23	0.114909
0.343	5	43	23	0.00672945
0.35	6	52	30	1459.33
0.353	4	40	33	0.514981
0.353	5	45	33	0.430058
0.354	2	11	34	428.744
0.356	2	18	36	484.862
0.357	4	38	37	922.747
0.36	6	55	40	905.497
0.362	4	37	42	1226.22
0.364	2	16	44	433.954
0.365	5	50	45	501.236
0.369	1	5	49	4.18281
0.369	5	47	49	0.364205
0.374	6	56	54	1123.92
0.375	6	54	55	1613.37
0.376	5	46	56	500.21
0.378	1	3	58	3.994
0.378	5	41	58	0.268403
0.379	1	6	59	1.31032
0.379	3	30	59	0.227698
0.385	3	27	65	319.381
0.387	5	49	67	440.372
0.394	4	39	74	1197.36
0.397	5	48	77	473.291
0.401	6	51	81	947.006
0.405	3	29	85	366.646
0.409	4	34	89	1278.1
0.413	4	31	93	1853.03
0.414	3	24	94	413.058
0.422	3	26	102	360.762
0.43	4	32	110	948.443
0.441	4	36	121	1642.15
0.443	3	25	123	310.735
0.446	4	33	126	1112.09
0.465	4	35	145	1820.75
0.481	6	57	1	2.51992
0.481	7	69	1	178.41
0.482	6	58	2	2.13828
0.482	7	70	2	45.905
0.483	1	4	3	1.07165
0.483	6	59	3	0.762166
0.483	7	63	3	50.1255
0.484	7	65	4	31343.4
0.485	7	68	5	27272.9
0.486	1	1	6	0.952817
0.486	7	62	6	16.2387
0.487	1	8	7	0.926507
0.487	7	61	7	46.8656
0.488	1	7	8	0.505694
0.488	6	60	8	0.38221
0.488	7	64	8	135.493
0.491	7	66	11	27391.8
0.492	5	42	12	0.377296
0.492	6	53	12	0.0495388
0.492	7	67	12	12.176
0.495	1	10	15	0.0039477
0.495	2	20	15	0.381015
0.499	1	2	19	1629.93
0.501	2	17	21	450.692
0.503	1	9	23	0.751805
0.503	3	23	23	0.114909
0.503	5	43	23	0.00672945
0.51	6	52	30	1459.33
0.513	4	40	33	0.514981
0.513	5	45	33	0.430058
0.514	2	11	34	428.744
0.516	2	18	36	484.862
0.517	4	38	37	922.747
0.52	6	55	40	905.497
0.522	4	37	42	1226.22
0.524	2	16	44	433.954
0.525	5	50	45	501.236
0.529	1	5	49	4.18281
0.529	5	47	49	0.364205
0.534	6	56	54	1123.92
0.535	6	54	55	1613.37
0.536	5	46	56	500.21
0.538	1	3	58	3.994
0.538	5	41	58	0.268403
0.539	1	6	59	1.31032
0.539	3	30	59	0.227698
0.542	2	19	62	444.422
0.545	3	27	65	319.381
0.547	5	49	67	440.372
0.553	2	12	73	464.834
0.554	4	39	74	1197.36
0.557	5	48	77	473.291
0.561	6	51	81	947.006
0.565	3	29	85	366.646
0.569	4	34	89	1278.1
0.573	4	31	93	1853.03
0.574	3	24	94	413.058
0.579	2	15	99	513.098
0.582	3	26	102	360.762
0.59	4	32	110	948.443
0.601	4	36	121	1642.15
0.603	3	25	123	310.735
0.606	4	33	126	1112.09
0.625	4	35	145	1820.75
0.64	3	22	160	320.401
0.641	6	57	1	2.51992
0.641	7	69	1	178.41
0.642	6	58	2	2.13828
0.642	7	70	2	45.905
0.643	1	4	3	1.07165
0.643	6	59	3	0.762166
0.643	7	63	3	50.1255
0.644	7	65	4	31343.4
0.645	7	68	5	27272.9
0.646	1	1	6	0.952817
0.646	7	62	6	16.2387
0.647	1	8	7	0.926507
0.647	7	61	7	46.8656
0.648	1	7	8	0.505694
0.648	6	60	8	0.38221
0.648	7	64	8	135.493
0.651	7	66	11	27391.8
0.652	5	42	12	0.377296
0.652	6	53	12	0.0495388
0.652	7	67	12	12.176
0.655	1	10	15	0.0039477
0.655	2	20	15	0.381015
0.659	1	2	19	1629.93
0.661	2	17	21	450.692
0.663	1	9	23	0.751805
0.663	3	23	23	0.114909
0.663	5	43	23	0.00672945
0.67	6	52	30	1459.33
0.673	4	40	33	0.514981
0.673	5	45	33	0.430058
0.674	2	11	34	428.744
0.676	2	18	36	484.862
0.677	4	38	37	922.747
0.68	6	55	40	905.497
0.682	4	37	42	1226.22
0.684	2	16	44	433.954
0.685	5	50	45	501.236
0.689	1	5	49	4.18281
0.689	5	47	49	0.364205
0.694	6	56	54	1123.92
0.695	6	54	55	1613.37
0.696	5	46	56	500.21
0.698	1	3	58	3.994
0.698	5	41	58	0.268403
0.699	1	6	59	1.31032
0.699	3	30	59	0.227698
0.702	2	19	62	444.422
0.705	3	27	65	319.381
0.707	5	49	67	440.372
0.713	2	12	73	464.834
0.714	4	39	74	1197.36
0.717	5	48	77	473.291
0.721	6	51	81	947.006
0.725	3	29	85	366.646
0.729	4	34	89	1278.1
0.733	4	31	93	1853.03
0.734	3	24	94	413.058
0.739	2	15	99	513.098
0.742	3	26	102	360.762
0.745	5	44	105	361.899
0.748	2	14	108	470.493
0.75	4	32	110	948.443
0.756	2	13	116	487.216
0.761	4	36	121	1642.15
0.763	3	25	123	310.735
0.766	4	33	126	1112.09
0.785	4	35	145	1820.75
0.8	3	22	160	320.401
0.801	6	57	1	2.51992
0.801	7	69	1	178.41
0.802	6	58	2	2.13828
0.802	7	70	2	45.905
0.803	1	4	3	1.07165
0.803	6	59	3	0.762166
0.803	7	63	3	50.1255
0.804	7	65	4	31343.4
0.805	7	68	5	27272.9
0.806	1	1	6	0.952817
0.806	7	62	6	16.2387
0.807	1	8	7	0.926507
0.807	7	61	7	46.8656
0.808	1	7	8	0.505694
0.808	6	60	8	0.38221
0.808	7	64	8	135.493
0.811	7	66	11	27391.8
0.812	5	42	12	0.377296
0.812	6	53	12	0.0495388
0.812	7	67	12	12.176
0.815	1	10	15	0.0039477
0.815	2	20	15	0.381015
0.819	1	2	19	1629.93
0.821	2	17	21	450.692
0.823	1	9	23	0.751805
0.823	3	23	23	0.114909
0.823	5	43	23	0.00672945
0.83	6	52	30	1459.33
0.833	4	40	33	0.514981
0.833	5	45	33	0.430058
0.834	2	11	34	428.744
0.836	2	18	36	484.862
0.837	4	38	37	922.747
0.84	6	55	40	905.497
0.842	4	37	42	1226.22
0.844	2	16	44	433.954
0.845	5	50	45	501.236
0.849	1	5	49	4.18281
0.849	5	47	49	0.364205
0.854	6	56	54	1123.92
0.855	6	54	55	1613.37
0.856	5	46	56	500.21
0.858	1	3	58	3.994
0.858	5	41	58	0.268403
0.859	1	6	59	1.31032
0.859	3	30	59	0.227698
0.862	2	19	62	444.422
0.865	3	27	65	319.381
0.867	5	49	67	440.372
0.873	2	12	73	464.834
0.874	4	39	74	1197.36
0.877	5	48	77	473.291
0.881	6	51	81	947.006
0.885	3	29	85	366.646
0.889	4	34	89	1278.1
0.893	4	31	93	1853.03
0.894	3	24	94	413.058
0.899	2	15	99	513.098
0.902	3	26	102	360.762
0.905	5	44	105	361.899
0.908	2	14	108	470.493
0.91	4	32	110	948.443
0.916	2	13	116	487.216
0.921	4	36	121	1642.15
0.923	3	25	123	310.735
0.926	4	33	126	1112.09
0.945	4	35	145	1820.75
0.96	3	22	160	320.401
0.961	3	21	237	0.00320559
0.961	6	57	1	1.29103
0.961	7	69	1	137.232
0.962	6	58	2	2.13828
0.962	7	70	2	45.905
0.963	1	4	3	1.07165
0.963	6	59	3	0.762166
0.963	7	63	3	50.1255
0.964	3	28	219	0.194347
0.964	7	65	4	76.5454
0.965	7	68	5	27272.9
0.966	1	1	6	0.952817
0.966	7	62	6	16.2387
0.967	1	8	7	0.926507
0.967	7	61	7	46.8656
0.968	1	7	8	0.505694
0.968	6	60	8	0.38221
0.968	7	64	8	135.493
0.971	7	66	11	27391.8
0.972	5	42	12	0.377296
0.972	6	53	12	0.0495388
0.972	7	67	12	12.176
0.975	1	10	15	0.0039477
0.975	2	20	15	0.381015
0.979	1	2	19	1629.93
0.981	2	17	21	450.692
0.983	1	9	23	0.751805
0.983	3	23	23	0.114909
0.983	5	43	23	0.00672945
0.99	6	52	30	1459.33
0.993	4	40	33	0.514981
0.993	5	45	33	0.430058
0.994	2	11	34	428.744
0.996	2	18	36	484.862
0.997	4	38	37	922.747
1	6	55	40	905.497
1.002	4	37	42	1226.22
1.004	2	16	44	433.954
1.005	5	50	45	501.236
1.009	1	5	49	4.18281
1.009	5	47	49	0.364205
1.014	6	56	54	1123.92
1.015	6	54	55	1613.37
1.016	5	46	56	500.21
1.018	1	3	58	3.994
1.018	5	41	58	0.268403
1.019	1	6	59	1.31032
1.019	3	30	59	0.227698
1.022	2	19	62	444.422
1.025	3	27	65	319.381
1.027	5	49	67	440.372
1.033	2	12	73	464.834
1.034	4	39	74	1197.36
1.037	5	48	77	473.291
1.041	6	51	81	947.006
1.045	3	29	85	366.646
1.049	4	34	89	1278.1
1.053	4	31	93	1853.03
1.054	3	24	94	413.058
1.059	2	15	99	513.098
1.062	3	26	102	360.762
1.065	5	44	105	361.899
1.068	2	14	108	470.493
1.07	4	32	110	948.443
1.076	2	13	116	487.216
1.081	4	36	121	1642.15
1.083	3	25	123	310.735
1.086	4	33	126	1112.09
1.105	4	35	145	1820.75
1.12	3	22	160	320.401
1.121	3	21	237	0.00320559
1.121	6	57	1	1.29103
1.121	7	69	1	137.232
1.122	6	58	2	2.13828
1.122	7	70	2	45.905
1.123	1	4	3	1.07165
1.123	6	59	3	0.762166
1.123	7	63	3	50.1255
1.124	3	28	219	0.194347
1.124	7	65	4	76.5454
1.125	7	68	5	27272.9
1.126	1	1	6	0.952817
1.126	7	62	6	16.2387
1.127	1	8	7	0.926507
1.127	7	61	7	46.8656
1.128	1	7	8	0.505694
1.128	6	60	8	0.38221
1.128	7	64	8	135.493
1.131	7	66	11	27391.8
1.132	5	42	12	0.377296
1.132	6	53	12	0.0495388
1.132	7	67	12	12.176
1.135	1	10	15	0.0039477
1.135	2	20	15	0.381015
1.139	1	2	19	1629.93
1.141	2	17	21	450.692
1.143	1	9	23	0.751805
1.143	3	23	23	0.114909
1.143	5	43	23	0.00672945
1.15	6	52	30	1459.33
1.153	4	40	33	0.514981
1.153	5	45	33	0.430058
1.154	2	11	34	428.744
1.156	2	18	36	484.862
1.157	4	38	37	922.747
1.16	6	55	40	905.497
1.162	4	37	42	1226.22
1.164	2	16	44	433.954
1.165	5	50	45	501.236
1.169	1	5	49	4.18281
1.169	5	47	49	0.364205
1.174	6	56	54	1123.92
1.175	6	54	55	1613.37
1.176	5	46	56	500.21
1.178	1	3	58	3.994
1.178	5	41	58	0.268403
1.179	1	6	59	1.31032
1.179	3	30	59	0.227698
1.182	2	19	62	444.422
1.185	3	27	65	319.381
1.187	5	49	67	440.372
1.193	2	12	73	464.834
1.194	4	39	74	1197.36
1.197	5	48	77	473.291
1.201	6	51	81	947.006
1.205	3	29	85	366.646
1.209	4	34	89	1278.1
1.213	4	31	93	1853.03
1.214	3	24	94	413.058
1.219	2	15	99	513.098
1.222	3	26	102	360.762
1.225	5	44	105	361.899
1.228	2	14	108	470.493
1.23	4	32	110	948.443
1.236	2	13	116	487.216
1.241	4	36	121	1642.15
1.243	3	25	123	310.735
1.246	4	33	126	1112.09
1.265	4	35	145	1820.75
1.28	3	22	160	320.401
1.281	3	21	237	0.00320559
1.281	6	57	1	1.29103
1.281	7	69	1	137.232
1.282	6	58	2	2.13828
1.282	7	70	2	45.905
1.283	1	4	3	1.07165
1.283	6	59	3	0.762166
1.283	7	63	3	50.1255
1.284	3	28	219	0.194347
1.284	7	65	4	76.5454
1.285	7	68	5	27272.9
1.286	1	1	6	0.952817
1.286	7	62	6	16.2387
1.287	1	8	7	0.926507
1.287	7	61	7	46.8656
1.288	1	7	8	0.505694
1.288	6	60	8	0.38221
1.288	7	64	8	135.493
1.291	7	66	11	27391.8
1.292	5	42	12	0.377296
1.292	6	53	12	0.0495388
1.292	7	67	12	12.176
1.295	1	10	15	0.0039477
1.295	2	20	15	0.381015
1.299	1	2	19	1629.93
1.301	2	17	21	450.692
1.303	1	9	23	0.751805
1.303	3	23	23	0.114909
1.303	5	43	23	0.00672945
1.31	6	52	30	1459.33
1.313	4	40	33	0.514981
1.313	5	45	33	0.430058
1.314	2	11	34	428.744
1.316	2	18	36	484.862
1.317	4	38	37	922.747
1.32	6	55	40	905.497
1.322	4	37	42	1226.22
1.324	2	16	44	433.954
1.325	5	50	45	501.236
1.329	1	5	49	4.18281
1.329	5	47	49	0.364205
1.334	6	56	54	1123.92
1.335	6	54	55	1613.37
1.336	5	46	56	500.21
1.338	1	3	58	3.994
1.338	5	41	58	0.268403
1.339	1	6	59	1.31032
1.339	3	30	59	0.227698
1.342	2	19	62	444.422
1.345	3	27	65	319.381
1.347	5	49	67	440.372
1.353	2	12	73	464.834
1.354	4	39	74	1197.36
1.357	5	48	77	473.291
1.361	6	51	81	947.006
1.365	3	29	85	366.646
1.369	4	34	89	1278.1
1.373	4	31	93	1853.03
1.374	3	24	94	413.058
1.379	2	15	99	513.098
1.382	3	26	102	360.762
1.385	5	44	105	361.899
1.388	2	14	108	470.493
1.39	4	32	110	948.443
1.396	2	13	116	487.216
1.401	4	36	121	1642.15
1.403	3	25	123	310.735
1.406	4	33	126	1112.09
1.425	4	35	145	1820.75
1.44	3	22	160	320.401
1.441	3	21	237	0.00320559
1.441	6	57	1	1.29103
1.441	7	69	1	137.232
1.442	6	58	2	2.13828
1.442	7	70	2	45.905
1.443	1	4	3	1.07165
1.443	6	59	3	0.762166
1.443	7	63	3	50.1255
1.444	3	28	219	0.194347
1.444	7	65	4	76.5454
1.445	7	68	5	27272.9
1.446	1	1	6	0.952817
1.446	7	62	6	16.2387
1.447	1	8	7	0.926507
1.447	7	61	7	46.8656
1.448	1	7	8	0.505694
1.448	6	60	8	0.38221
1.448	7	64	8	135.493
1.451	7	66	11	27391.8
1.452	5	42	12	0.377296
1.452	6	53	12	0.0495388
1.452	7	67	12	12.176
1.455	1	10	15	0.0039477
1.455	2	20	15	0.381015
1.459	1	2	19	1629.93
1.461	2	17	21	450.692
1.463	1	9	23	0.751805
1.463	3	23	23	0.114909
1.463	5	43	23	0.00672945
1.47	6	52	30	1459.33
1.473	4	40	33	0.514981
1.473	5	45	33	0.430058
1.474	2	11	34	428.744
1.476	2	18	36	484.862
1.477	4	38	37	922.747
1.48	6	55	40	905.497
1.482	4	37	42	1226.22
1.484	2	16	44	433.954
1.485	5	50	45	501.236
1.489	1	5	49	4.18281
1.489	5	47	49	0.364205
1.494	6	56	54	1123.92
1.495	6	54	55	1613.37
1.496	5	46	56	500.21
1.498	1	3	58	3.994
1.498	5	41	58	0.268403
1.499	1	6	59	1.31032
1.499	3	30	59	0.227698
1.502	2	19	62	444.422
1.505	3	27	65	319.381
1.507	5	49	67	440.372
1.513	2	12	73	464.834
1.514	4	39	74	1197.36
1.517	5	48	77	473.291
1.521	6	51	81	947.006
1.525	3	29	85	366.646
1.529	4	34	89	1278.1
1.533	4	31	93	1853.03
1.534	3	24	94	413.058
1.539	2	15	99	513.098
1.542	3	26	102	360.762
1.545	5	44	105	361.899
1.548	2	14	108	470.493
1.55	4	32	110	948.443
1.556	2	13	116	487.216
1.561	4	36	121	1642.15
1.563	3	25	123	310.735
1.566	4	33	126	1112.09
1.585	4	35	145	1820.75
1.6	3	22	160	320.401
1.601	3	21	237	0.00320559
1.601	6	57	1	1.29103
1.601	7	69	1	137.232
1.602	6	58	2	2.13828
1.602	7	70	2	45.905
1.603	1	4	3	1.07165
1.603	6	59	3	0.762166
1.603	7	63	3	50.1255
1.604	3	28	219	0.194347
1.604	7	65	4	76.5454
1.605	7	68	5	27272.9
1.606	1	1	6	0.952817
1.606	7	62	6	16.2387
1.607	1	8	7	0.926507
1.607	7	61	7	46.8656
1.608	1	7	8	0.505694
1.608	6	60	8	0.38221
1.608	7	64	8	135.493
1.611	7	66	11	27391.8
1.612	5	42	12	0.377296
1.612	6	53	12	0.0495388
1.612	7	67	12	12.176
1.615	1	10	15	0.0039477
1.615	2	20	15	0.381015
1.619	1	2	19	1629.93
1.621	2	17	21	450.692
1.623	1	9	23	0.751805
1.623	3	23	23	0.114909
1.623	5	43	23	0.00672945
1.63	6	52	30	1459.33
1.633	4	40	33	0.514981
1.633	5	45	33	0.430058
1.634	2	11	34	428.744
1.636	2	18	36	484.862
1.637	4	38	37	922.747
1.64	6	55	40	905.497
1.642	4	37	42	1226.22
1.644	2	16	44	433.954
1.645	5	50	45	501.236
1.649	1	5	49	4.18281
1.649	5	47	49	0.364205
1.654	6	56	54	1123.92
1.655	6	54	55	1613.37
1.656	5	46	56	500.21
1.658	1	3	58	3.994
1.658	5	41	58	0.268403
1.659	1	6	59	1.31032
1.659	3	30	59	0.227698
1.662	2	19	62	444.422
1.665	3	27	65	319.381
1.667	5	49	67	440.372
1.673	2	12	73	464.834
1.674	4	39	74	1197.36
1.677	5	48	77	473.291
1.681	6	51	81	947.006
1.685	3	29	85	366.646
1.689	4	34	89	1278.1
1.693	4	31	93	1853.03
1.694	3	24	94	413.058
1.699	2	15	99	513.098
1.702	3	26	102	360.762
1.705	5	44	105	361.899
1.708	2	14	108	470.493
1.71	4	32	110	948.443
1.716	2	13	116	487.216
1.721	4	36	121	1642.15
1.723	3	25	123	310.735
1.726	4	33	126	1112.09
1.745	4	35	145	1820.75
1.76	3	22	160	320.401
1.761	3	21	237	0.00320559
1.761	6	57	1	1.29103
1.761	7	69	1	137.232
1.762	6	58	2	2.13828
1.762	7	70	2	45.905
1.763	1	4	3	1.07165
1.763	6	59	3	0.762166
1.763	7	63	3	50.1255
1.764	3	28	219	0.194347
1.764	7	65	4	76.5454
1.765	7	68	5	27272.9
1.766	1	1	6	0.952817
1.766	7	62	6	16.2387
1.767	1	8	7	0.926507
1.767	7	61	7	46.8656
1.768	1	7	8	0.505694
1.768	6	60	8	0.38221
1.768	7	64	8	135.493
1.771	7	66	11	27391.8
1.772	5	42	12	0.377296
1.772	6	53	12	0.0495388
1.772	7	67	12	12.176
1.775	1	10	15	0.0039477
1.775	2	20	15	0.381015
1.779	1	2	19	1629.93
1.781	2	17	21	450.692
1.783	1	9	23	0.751805
1.783	3	23	23	0.114909
1.783	5	43	23	0.00672945
1.79	6	52	30	1459.33
1.793	4	40	33	0.514981
1.793	5	45	33	0.430058
1.794	2	11	34	428.744
1.796	2	18	36	484.862
1.797	4	38	37	922.747
1.8	6	55	40	905.497
1.802	4	37	42	1226.22
1.804	2	16	44	433.954
1.805	5	50	45	501.236
1.809	1	5	49	4.18281
1.809	5	47	49	0.364205
1.814	6	56	54	1123.92
1.815	6	54	55	1613.37
1.816	5	46	56	500.21
1.818	1	3	58	3.994
1.818	5	41	58	0.268403
1.819	1	6	59	1.31032
1.819	3	30	59	0.227698
1.822	2	19	62	444.422
1.825	3	27	65	319.381
1.827	5	49	67	440.372
1.833	2	12	73	464.834
1.834	4	39	74	1197.36
1.837	5	48	77	473.291
1.841	6	51	81	947.006
1.845	3	29	85	366.646
1.849	4	34	89	1278.1
1.853	4	31	93	1853.03
1.854	3	24	94	413.058
1.859	2	15	99	513.098
1.862	3	26	102	360.762
1.865	5	44	105	361.899
1.868	2	14	108	470.493
1.87	4	32	110	948.443
1.876	2	13	116	487.216
1.881	4	36	121	1642.15
1.883	3	25	123	310.735
1.886	4	33	126	1112.09
1.905	4	35	145	1820.75
1.92	3	22	160	320.401
1.921	3	21	237	0.00320559
1.921	6	57	1	1.29103
1.921	7	69	1	137.232
1.922	6	58	2	2.13828
1.922	7	70	2	45.905
1.923	1	4	3	1.07165
1.923	6	59	3	0.762166
1.923	7	63	3	50.1255
1.924	3	28	219	0.194347
1.924	7	65	4	76.5454
1.925	7	68	5	27272.9
1.926	1	1	6	0.952817
1.926	7	62	6	16.2387
1.927	1	8	7	0.926507
1.927	7	61	7	46.8656
1.928	1	7	8	0.505694
1.928	6	60	8	0.38221
1.928	7	64	8	135.493
1.931	7	66	11	27391.8
1.932	5	42	12	0.377296
1.932	6	53	12	0.0495388
1.932	7	67	12	12.176
1.935	1	10	15	0.0039477
1.935	2	20	15	0.381015
1.939	1	2	19	1629.93
1.941	2	17	21	450.692
1.943	1	9	23	0.751805
1.943	3	23	23	0.114909
1.943	5	43	23	0.00672945
1.95	6	52	30	1459.33
1.953	4	40	33	0.514981
1.953	5	45	33	0.430058
1.954	2	11	34	428.744
1.956	2	18	36	484.862
1.957	4	38	37	922.747
1.96	6	55	40	905.497
1.962	4	37	42	1226.22
1.964	2	16	44	433.954
1.965	5	50	45	501.236
1.969	1	5	49	4.18281
1.969	5	47	49	0.364205
1.974	6	56	54	1123.92
1.975	6	54	55	1613.37
1.976	5	46	56	500.21
1.978	1	3	58	3.994
1.978	5	41	58	0.268403
1.979	1	6	59	1.31032
1.979	3	30	59	0.227698
1.982	2	19	62	444.422
1.985	3	27	65	319.381
1.987	5	49	67	440.372
1.993	2	12	73	464.834
1.994	4	39	74	1197.36
1.997	5	48	77	473.291
2.001	6	51	81	947.006
2.005	3	29	85	366.646
2.009	4	34	89	1278.1
2.013	4	31	93	1853.03
2.014	3	24	94	413.058
2.019	2	15	99	513.098
2.022	3	26	102	360.762
2.025	5	44	105	361.899
2.028	2	14	108	470.493
2.03	4	32	110	948.443
2.036	2	13	116	487.216
2.041	4	36	121	1642.15
2.043	3	25	123	310.735
2.046	4	33	126	1112.09
2.065	4	35	145	1820.75
2.08	3	22	160	320.401
2.081	3	21	237	0.00320559
2.081	6	57	1	1.29103
2.081	7	69	1	137.232
2.082	6	58	2	2.13828
2.082	7	70	2	45.905
2.083	1	4	3	1.07165
2.083	6	59	3	0.762166
2.083	7	63	3	50.1255
2.084	3	28	219	0.194347
2.084	7	65	4	76.5454
2.085	7	68	5	27272.9
2.086	1	1	6	0.952817
2.086	7	62	6	16.2387
2.087	1	8	7	0.926507
2.087	7	61	7	46.8656
2.088	1	7	8	0.505694
2.088	6	60	8	0.38221
2.088	7	64	8	135.493
2.091	7	66	11	27391.8
2.092	5	42	12	0.377296
2.092	6	53	12	0.0495388
2.092	7	67	12	12.176
2.095	1	10	15	0.0039477
2.095	2	20	15	0.381015
2.099	1	2	19	1629.93
2.101	2	17	21	450.692
2.103	1	9	23	0.751805
2.103	3	23	23	0.114909
2.103	5	43	23	0.00672945
2.11	6	52	30	1459.33
2.113	4	40	33	0.514981
2.113	5	45	33	0.430058
2.114	2	11	34	428.744
2.116	2	18	36	484.862
2.117	4	38	37	922.747
2.12	6	55	40	905.497
2.122	4	37	42	1226.22
2.124	2	16	44	433.954
2.125	5	50	45	501.236
2.129	1	5	49	4.18281
2.129	5	47	49	0.364205
2.134	6	56	54	1123.92
2.135	6	54	55	1613.37
2.136	5	46	56	500.21
2.138	1	3	58	3.994
2.138	5	41	58	0.268403
2.139	1	6	59	1.31032
2.139	3	30	59	0.227698
2.142	2	19	62	444.422
2.145	3	27	65	319.381
2.147	5	49	67	440.372
2.153	2	12	73	464.834
2.154	4	39	74	1197.36
2.157	5	48	77	473.291
2.161	6	51	81	947.006
2.165	3	29	85	366.646
2.169	4	34	89	1278.1
2.173	4	31	93	1853.03
2.174	3	24	94	413.058
2.179	2	15	99	513.098
2.182	3	26	102	360.762
2.185	5	44	105	361.899
2.188	2	14	108	470.493
2.19	4	32	110	948.443
2.196	2	13	116	487.216
2.201	4	36	121	1642.15
2.203	3	25	123	310.735
2.206	4	33	126	1112.09
2.225	4	35	145	1820.75
2.24	3	22	160	320.401
2.241	3	21	237	0.00320559
2.241	6	57	1	1.29103
2.241	7	69	1	137.232
2.242	6	58	2	2.13828
2.242	7	70	2	45.905
2.243	1	4	3	1.07165
2.243	6	59	3	0.762166
2.243	7	63	3	50.1255
2.244	3	28	219	0.194347
2.244	7	65	4	76.5454
2.245	7	68	5	27272.9
2.246	1	1	6	0.952817
2.246	7	62	6	16.2387
2.247	1	8	7	0.926507
2.247	7	61	7	46.8656
2.248	1	7	8	0.505694
2.248	6	60	8	0.38221
2.248	7	64	8	135.493
2.251	7	66	11	27391.8
2.252	5	42	12	0.377296
2.252	6	53	12	0.0495388
2.252	7	67	12	12.176
2.255	1	10	15	0.0039477
2.255	2	20	15	0.381015
2.259	1	2	19	1629.93
2.261	2	17	21	450.692
2.263	1	9	23	0.751805
2.263	3	23	23	0.114909
2.263	5	43	23	0.00672945
2.27	6	52	30	1459.33
2.273	4	40	33	0.514981
2.273	5	45	33	0.430058
2.274	2	11	34	428.744
2.276	2	18	36	484.862
2.277	4	38	37	922.747
2.28	6	55	40	905.497
2.282	4	37	42	1226.22
2.284	2	16	44	433.954
2.285	5	50	45	501.236
2.289	1	5	49	4.18281
2.289	5	47	49	0.364205
2.294	6	56	54	1123.92
2.295	6	54	55	1613.37
2.296	5	46	56	500.21
2.298	1	3	58	3.994
2.298	5	41	58	0.268403
2.299	1	6	59	1.31032
2.299	3	30	59	0.227698
2.302	2	19	62	444.422
2.305	3	27	65	319.381
2.307	5	49	67	440.372
2.313	2	12	73	464.834
2.314	4	39	74	1197.36
2.317	5	48	77	473.291
2.321	6	51	81	947.006
2.325	3	29	85	366.646
2.329	4	34	89	1278.1
2.333	4	31	93	1853.03
2.334	3	24	94	413.058
2.339	2	15	99	513.098
2.342	3	26	102	360.762
2.345	5	44	105	361.899
2.348	2	14	108	470.493
2.35	4	32	110	948.443
2.356	2	13	116	487.216
2.361	4	36	121	1642.15
2.363	3	25	123	310.735
2.366	4	33	126	1112.09
2.385	4	35	145	1820.75
2.4	3	22	160	320.401
2.401	3	21	237	0.00320559
2.401	6	57	1	1.29103
2.401	7	69	1	137.232
2.402	6	58	2	2.13828
2.402	7	70	2	45.905
2.403	1	4	3	1.07165
2.403	6	59	3	0.762166
2.403	7	63	3	50.1255
2.404	3	28	219	0.194347
2.404	7	65	4	76.5454
2.405	7	68	5	27272.9
2.406	1	1	6	0.952817
2.406	7	62	6	16.2387
2.407	1	8	7	0.926507
